match id,dataset_type,win_pred_team_id,win_pred_score,indep_feat_id1,indep_feat_id2,indep_feat_id3,indep_feat_id4,indep_feat_id5,indep_feat_id6,indep_feat_id7,indep_feat_id8,indep_feat_id9,indep_feat_id10,train_algorithm,is_ensemble,train_hps_trees,train_hps_depth,train_hps_lr
9433850,r1,6698,0.5335262395503003,0.6666666666666666,1.0,167.65,50.0,178.46666666666667,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9615073,r1,20,0.5093263349218566,0.9230769230769232,2.9047619047619047,159.4,60.0,169.6,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9262035,r1,36070,0.5258061130595691,0.4,1.4878048780487805,157.56666666666666,100.0,165.3846153846154,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9262252,r1,36098,0.5205596901846375,0.8333333333333334,1.3278688524590163,152.85714285714286,66.67,152.33333333333334,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9128363,r1,48334,0.5100613063157702,2.75,1.0,164.33333333333334,0.0,,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9085292,r1,10576,0.5258061130595691,0.75,2.9047619047619047,146.23333333333332,33.33,160.66666666666666,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9272444,r1,33942,0.5649388471996389,0.6363636363636364,0.024390243902439,137.14285714285714,60.0,160.8,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9457538,r1,42573,0.5335262395503003,0.7142857142857143,1.0,149.5,50.0,153.88888888888889,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9433108,r1,9701,0.5924087558790042,0.7142857142857143,0.5061728395061729,170.46666666666667,0.0,159.4,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9516674,r1,30414,0.5335262395503003,0.7,1.0,160.36363636363637,25.0,167.0,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9684506,r1,12389,0.5924087558790042,0.0,0.0476190476190476,167.57142857142858,0.0,143.75,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9167927,r1,209,0.5749059555830444,2.0,21.0,127.5,100.0,141.88888888888889,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9433885,r1,9701,0.5170683386648287,0.9090909090909092,1.0,167.5,0.0,164.13333333333333,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9433899,r1,7727,0.5232331939826319,1.0,1.975609756097561,166.26666666666668,80.0,157.46666666666667,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9087147,r1,76,0.5597628836277875,0.8,0.2079207920792079,163.875,50.0,146.06666666666666,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9457664,r1,47529,0.5855528089797787,2.0,61.0,148.6,100.0,167.26666666666668,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9097395,r1,23750,0.5749059555830444,3.0,61.0,144.0,0.0,143.125,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9271800,r1,47480,0.5390126243505435,1.1428571428571428,1.4878048780487805,132.0,50.0,148.33333333333334,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9087042,r1,48,0.5232331939826319,1.0555555555555556,1.975609756097561,154.71428571428572,40.0,166.66666666666666,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9457510,r1,47529,0.5855528089797787,2.2,3.857142857142857,157.96153846153845,0.0,164.83333333333334,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9085040,r1,9967,0.5282886040872166,0.8333333333333334,0.6721311475409836,154.25,66.67,164.6,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9085418,r1,10576,0.5314918364919042,1.2222222222222223,0.3442622950819672,161.9375,0.0,172.6,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9331398,r1,11591,0.5537953254098916,0.2,1.3278688524590163,165.1,0.0,138.07142857142858,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9272507,r1,33963,0.5205932306752448,1.3333333333333333,1.0,140.16666666666666,50.0,166.73333333333332,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9225376,r1,48,0.5632749457575642,1.7,2.463414634146341,,0.0,162.73333333333332,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9516338,r1,30414,0.5314918364919042,1.3076923076923077,0.5061728395061729,154.73333333333332,0.0,170.93333333333334,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9440493,r1,55,0.5314918364919042,1.3125,1.0,164.46666666666667,60.0,170.73333333333332,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9457447,r1,40298,0.5093263349218566,0.9090909090909092,1.975609756097561,157.0,66.67,158.1818181818182,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9077011,r1,42573,0.5205596901846375,0.875,1.4878048780487805,133.33333333333334,100.0,167.16666666666666,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9085355,r1,9701,0.5924087558790042,0.625,0.5121951219512195,146.3,0.0,165.8,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9076997,r1,40452,0.5032900184687508,1.2,0.4059405940594059,127.03333333333332,100.0,160.4,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9587136,r1,36084,0.5314918364919042,1.4,1.0,153.91666666666666,75.0,163.93333333333334,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
8887801,r1,33928,0.5314918364919042,1.6,1.0,161.75,50.0,168.0,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9684667,r1,15301,0.6090191966911545,0.3636363636363636,0.6039603960396039,135.375,0.0,158.53846153846155,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9330789,r1,11283,0.5314918364919042,4.0,0.6721311475409836,157.25,100.0,139.0,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9098844,r1,293,0.5008660256688264,1.4285714285714286,1.0,140.9,100.0,122.93333333333334,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9331335,r1,14454,0.5314918364919042,6.0,1.0,158.3181818181818,0.0,144.83333333333334,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9085187,r1,9701,0.5258061130595691,0.5294117647058824,1.3278688524590163,147.65,66.67,161.6,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9051104,r1,40564,0.5335262395503003,0.75,1.0,172.26666666666668,100.0,169.92857142857142,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9271730,r1,47501,0.5093263349218566,0.9090909090909092,1.3278688524590163,163.66666666666666,33.33,154.30769230769232,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9051048,r1,40564,0.5360592255088324,2.6,1.9523809523809523,169.46666666666667,50.0,163.3846153846154,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9407782,r1,48943,0.5335262395503003,0.6666666666666666,1.0,168.5,100.0,138.71428571428572,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9272542,r1,33935,0.5379843452683603,0.9230769230769232,0.5061728395061729,158.71428571428572,0.0,158.13333333333333,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9377339,r1,62,0.5176274315066394,1.3529411764705883,1.0,200.28571428571428,60.0,153.93333333333334,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
8950780,r1,55,0.5739972494444423,1.9090909090909087,2.463414634146341,150.22222222222223,0.0,153.0,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9290917,r1,55,0.5032900184687508,4.5,1.196078431372549,134.93333333333334,0.0,175.2,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9084655,r1,6698,0.5258061130595691,0.7857142857142857,1.4878048780487805,162.4,50.0,171.33333333333334,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9516569,r1,36014,0.5282886040872166,0.8125,1.0,185.75,100.0,174.86666666666667,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9085215,r1,8917,0.5314918364919042,1.4545454545454546,1.0,165.58333333333334,50.0,174.4,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9292569,r1,34,0.5314918364919042,1.2727272727272727,0.7530864197530864,162.0,20.0,167.73333333333332,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9272738,r1,33942,0.5335262395503003,0.6,1.0,142.86666666666667,100.0,157.13333333333333,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9331216,r1,14454,0.5205596901846375,0.8571428571428571,1.4878048780487805,125.85714285714286,0.0,135.28571428571428,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9128356,r1,30407,0.5631738044046163,1.0,1.0,,50.0,159.93333333333334,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9516807,r1,48334,0.5176274315066394,1.1428571428571428,0.6721311475409836,175.5,100.0,186.4,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9377318,r1,62,0.5739972494444423,1.3157894736842106,1.975609756097561,162.5,75.0,154.13333333333333,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9084613,r1,8700,0.5314918364919042,1.25,0.5061728395061729,152.0,100.0,175.92307692307693,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9330705,r1,12389,0.578438931227117,0.0,1.975609756097561,175.0,0.0,151.66666666666666,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9717518,r1,48,0.5205596901846375,0.8666666666666667,1.6557377049180328,139.0,40.0,153.4,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9433535,r1,8056,0.5258061130595691,0.4,1.9523809523809523,164.19230769230768,50.0,158.53333333333333,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9692451,r1,55,0.561439841974754,0.2857142857142857,1.0,160.33333333333334,0.0,162.53333333333333,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9489451,r1,46731,0.5314918364919042,1.0769230769230769,1.0,160.53333333333333,0.0,148.0,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9272549,r1,33956,0.5649388471996389,0.2857142857142857,0.3442622950819672,162.63636363636363,25.0,159.26666666666668,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9539718,r1,62,0.5749059555830444,2.8,3.857142857142857,139.46666666666667,100.0,156.73333333333332,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9516779,r1,30421,0.5314918364919042,2.6,1.0,165.75,80.0,175.06666666666666,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
8887780,r1,33928,0.5314918364919042,1.8,1.0,158.77777777777777,50.0,168.0,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9220070,r1,41,0.5924087558790042,0.5384615384615384,0.3442622950819672,153.5,0.0,131.8,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9407733,r1,48929,0.5390126243505435,1.181818181818182,1.4878048780487805,143.25,0.0,144.2,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9076822,r1,40298,0.6168966548275614,0.5,1.0,118.5,0.0,,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9051097,r1,44904,0.5176274315066394,1.625,1.2469135802469136,168.93333333333334,66.67,174.33333333333334,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9484593,r1,40564,0.5276828685187351,1.0,1.4878048780487805,,80.0,185.4,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9128426,r1,30428,0.5314918364919042,1.875,0.6721311475409836,167.3,0.0,171.26666666666668,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9085278,r1,7727,0.5498545656739493,1.5,1.4878048780487805,154.64285714285714,100.0,164.6,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9271695,r1,47508,0.5093263349218566,0.9090909090909092,2.9047619047619047,162.0,100.0,156.15384615384616,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9684051,r1,11591,0.5335262395503003,0.0,0.6721311475409836,139.75,100.0,151.3,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9516443,r1,30435,0.5282886040872166,0.8666666666666667,1.0,143.86666666666667,100.0,175.6,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9085327,r1,6698,0.5498545656739493,1.25,1.3278688524590163,165.58333333333334,0.0,160.6,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9128552,r1,48334,0.561439841974754,0.5714285714285714,0.7530864197530864,161.75,0.0,159.6,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9076983,r1,40298,0.5924087558790042,0.7777777777777778,0.0163934426229508,163.25,0.0,181.25,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9084956,r1,10618,0.5258061130595691,0.6923076923076923,1.4878048780487805,167.7,50.0,161.53333333333333,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9725764,r1,55,0.5498545656739493,1.8571428571428568,1.3278688524590163,150.19230769230768,80.0,186.53333333333333,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9433157,r1,7258,0.5924087558790042,0.3846153846153846,0.2592592592592592,150.27272727272728,0.0,156.4,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9457482,r1,40298,0.5258061130595691,0.1666666666666666,1.4878048780487805,152.86363636363637,100.0,170.85714285714286,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9097178,r1,202,0.5855528089797787,1.5,101.0,153.1,0.0,185.0,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9085362,r1,8182,0.5649388471996389,0.7857142857142857,0.3442622950819672,161.9375,33.33,172.6,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9097185,r1,216,0.5314918364919042,4.0,0.803921568627451,153.1,0.0,156.28571428571428,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9457419,r1,47529,0.561439841974754,0.7,1.2469135802469136,149.13333333333333,0.0,176.0,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9684786,r1,15497,0.5390126243505435,1.25,1.4878048780487805,135.375,0.0,141.75,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9272493,r1,33963,0.5335262395503003,0.6153846153846154,1.0,138.875,50.0,159.26666666666668,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9272703,r1,33942,0.5855528089797787,1.1,3.857142857142857,156.70833333333334,33.33,158.2,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9388511,r1,17583,0.5258061130595691,0.7777777777777778,1.9523809523809523,139.0,100.0,149.46666666666667,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9262231,r1,36070,0.5123187521861288,1.0,1.3278688524590163,146.2,50.0,152.33333333333334,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9087168,r1,27,0.5498545656739493,2.833333333333333,1.4878048780487805,163.875,0.0,161.6,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9087210,r1,48,0.5498545656739493,2.833333333333333,1.4878048780487805,156.33333333333334,100.0,170.33333333333334,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9433178,r1,7727,0.5123187521861288,1.0,1.975609756097561,147.33333333333334,0.0,157.0,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9051195,r1,40606,0.5855528089797787,1.5,41.0,167.35,66.67,164.07142857142858,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9433150,r1,8987,0.5924087558790042,0.6923076923076923,0.3442622950819672,154.03571428571428,0.0,176.13333333333333,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9128496,r1,30435,0.5258061130595691,0.7857142857142857,1.4878048780487805,164.125,50.0,149.66666666666666,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
8938341,r1,20,0.5205596901846375,0.8076923076923077,1.975609756097561,151.56666666666666,60.0,163.86666666666667,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9084662,r1,8987,0.5061656386607813,1.0,0.6721311475409836,147.76923076923077,0.0,164.0,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9128398,r1,30428,0.5032900184687508,1.5,0.6721311475409836,130.0,0.0,171.26666666666668,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9457608,r1,35790,0.5924087558790042,0.5,0.2592592592592592,152.33333333333334,0.0,152.9,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9097269,r1,22784,0.5855528089797787,2.0,21.0,154.16666666666666,0.0,138.0,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9440563,r1,55,0.5151238629295849,1.0,0.3442622950819672,145.625,20.0,171.46666666666667,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9457377,r1,45072,0.5258061130595691,0.1428571428571428,41.0,140.9,100.0,158.6,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9087091,r1,20,0.5924087558790042,0.25,0.4059405940594059,166.06666666666666,0.0,162.2,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9272388,r1,33956,0.5205596901846375,0.8823529411764706,1.4878048780487805,155.96666666666667,25.0,161.6,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9680222,r1,47487,0.5537953254098916,0.7272727272727273,2.4285714285714284,149.45,0.0,148.5,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9272682,r1,33921,0.5335262395503003,0.7692307692307693,1.0,154.93333333333334,66.67,164.06666666666666,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9077039,r1,40298,0.5205932306752448,1.8,0.6039603960396039,142.43333333333334,33.33,161.75,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9586961,r1,38814,0.5314918364919042,2.0,0.3442622950819672,157.06666666666666,33.33,166.53333333333333,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9344313,r1,23113,0.5282886040872166,0.8,1.0,152.28571428571428,0.0,160.2,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9051160,r1,40592,0.5335262395503003,0.3333333333333333,1.0,164.0,100.0,179.0,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9250394,r1,90,0.5924087558790042,0.25,0.024390243902439,140.0,0.0,154.0,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9331377,r1,11591,0.561439841974754,0.7333333333333333,1.0,160.0,0.0,174.6,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9849650,r1,209,0.5258061130595691,0.6,1.4878048780487805,160.25,50.0,154.46666666666667,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9725778,r1,55,0.5354983094701287,1.5333333333333334,1.975609756097561,188.375,100.0,185.86666666666667,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9225383,r1,48,0.5632749457575642,1.5454545454545454,2.463414634146341,,0.0,162.73333333333332,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9516429,r1,36014,0.5507415159306229,0.4285714285714285,81.0,186.5,50.0,164.66666666666666,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9344383,r1,23841,0.5314918364919042,1.3333333333333333,0.2592592592592592,149.04545454545453,100.0,160.2,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9702748,r1,33949,0.5445533969186759,0.6923076923076923,0.0476190476190476,197.0,50.0,159.33333333333334,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9094399,r1,46780,0.5649388471996389,0.6923076923076923,0.3442622950819672,148.96666666666667,100.0,155.7,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9331055,r1,11157,0.561439841974754,0.4,1.0,157.69230769230768,0.0,112.1,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9076871,r1,40452,0.5489320087447782,1.0,0.0291290416545295,,0.0,,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9290959,r1,62,0.561439841974754,0.3333333333333333,0.6721311475409836,139.46666666666667,0.0,154.4,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9330922,r1,11157,0.5537953254098916,0.4,1.9523809523809523,157.25,0.0,132.625,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9128629,r1,48334,0.5739972494444423,1.1428571428571428,1.975609756097561,157.2,0.0,176.66666666666666,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9051202,r1,40564,0.5258061130595691,0.6923076923076923,1.9523809523809523,167.35,33.33,176.2,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9407705,r1,48950,0.5507164256872721,0.4761904761904761,0.803921568627451,122.75,100.0,145.6,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9388392,r1,17744,0.5258061130595691,0.4705882352941176,3.857142857142857,169.0,66.67,162.33333333333334,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9152359,r1,48,0.5855528089797787,2.5,81.0,159.5,100.0,163.6,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9271779,r1,47494,0.5390126243505435,1.375,1.9523809523809523,130.8,50.0,155.06666666666666,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9433549,r1,8182,0.5314918364919042,1.4285714285714286,1.0,150.06666666666666,33.33,163.73333333333332,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9433255,r1,10366,0.5170683386648287,0.9230769230769232,0.6721311475409836,167.3125,66.67,164.13333333333333,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9272605,r1,33935,0.5924087558790042,0.5454545454545454,0.2592592592592592,142.60714285714286,20.0,159.26666666666668,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9085271,r1,6698,0.5597628836277875,0.8181818181818182,0.2592592592592592,146.8,100.0,151.4,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9489367,r1,46738,0.5282886040872166,0.8333333333333334,1.0,150.7,25.0,141.78571428571428,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9516401,r1,48334,0.5924087558790042,0.6666666666666666,0.024390243902439,148.11111111111111,0.0,172.06666666666666,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9290931,r1,62,0.5032900184687508,4.25,1.196078431372549,133.8,0.0,159.33333333333334,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9516737,r1,48334,0.5018377835070456,1.0588235294117647,2.9047619047619047,180.0,0.0,183.2,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
8887745,r1,33949,0.5649388471996389,0.6923076923076923,0.5121951219512195,158.25,33.33,160.53333333333333,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9027444,r1,17653,0.5335262395503003,0.5,0.7530864197530864,181.78571428571428,60.0,163.33333333333334,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9457426,r1,40452,0.5282886040872166,0.8,0.6721311475409836,149.13333333333333,0.0,178.0,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9407635,r1,48943,0.5455325233208727,0.8181818181818182,101.0,175.25,100.0,193.0,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9263078,r1,76,0.5749059555830444,1.6,2.9047619047619047,148.0,33.33,159.93333333333334,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9516625,r1,30428,0.5047625959378883,1.0,1.0,169.3,0.0,182.8,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9087112,r1,55,0.5739972494444423,2.0,2.463414634146341,154.71428571428572,0.0,171.73333333333332,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9388525,r1,17744,0.5170683386648287,0.9090909090909092,0.7530864197530864,152.8,60.0,159.73333333333332,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9087007,r1,41,0.5314918364919042,1.5555555555555556,0.2079207920792079,159.4375,0.0,174.93333333333334,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9680194,r1,47508,0.5855528089797787,1.3333333333333333,41.0,153.07142857142858,0.0,147.85714285714286,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9330677,r1,45940,0.5017790159517128,1.0,1.9523809523809523,155.5,0.0,132.625,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9087140,r1,48,0.5314918364919042,1.2142857142857142,1.0,154.5,0.0,166.66666666666666,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9592477,r1,30435,0.5282886040872166,0.8888888888888888,0.7530864197530864,165.66666666666666,0.0,175.2,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9388497,r1,17583,0.5258061130595691,0.4444444444444444,2.9047619047619047,134.85,66.67,160.8,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9051076,r1,40578,0.5232331939826319,1.0,1.9523809523809523,168.23333333333332,100.0,169.6153846153846,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9077004,r1,45072,0.5479993338865417,1.2,0.024390243902439,133.33333333333334,0.0,181.25,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9076843,r1,42573,0.5719723865613333,1.0,0.504950495049505,120.26666666666668,0.0,143.0,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
9684702,r1,45933,0.5929435243351299,0.0,41.0,119.63333333333334,0.0,131.3,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
8844338,r1,27,0.5645692199790979,1.6363636363636365,4.809523809523809,165.53333333333333,100.0,135.93333333333334,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9680243,r1,47487,0.5205932306752448,1.0833333333333333,0.5121951219512195,147.63636363636363,0.0,158.46666666666667,0,1,,,,GradientBoostingClassifier,no,10,2,0.1
9516513,r1,30428,0.5784142037389749,0.65,1.0,125.85714285714286,0.0,184.7692307692308,1,0,,,,GradientBoostingClassifier,no,10,2,0.1
